item_id_a,item_id_b,protein_name,protein_desc
CID000051263,9606.ENSP00000480573,ADRA2B,"Alpha-2B adrenergic receptor; Alpha-2 adrenergic receptors mediate the catecholamine- induced inhibition of adenylate cyclase through the action of G proteins. The rank order of potency for agonists of this receptor is clonidine > norepinephrine > epinephrine = oxymetazoline > dopamine > p-tyramine = phenylephrine > serotonin > p-synephrine / p-octopamine. For antagonists, the rank order is yohimbine > chlorpromazine > phentolamine > mianserine > spiperone > prazosin > alprenolol > propanolol > pindolol; Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. [...] "
CID000051263,9606.ENSP00000280155,ADRA2A,"Alpha-2A adrenergic receptor; Alpha-2 adrenergic receptors mediate the catecholamine- induced inhibition of adenylate cyclase through the action of G proteins. The rank order of potency for agonists of this receptor is oxymetazoline > clonidine > epinephrine > norepinephrine > phenylephrine > dopamine > p-synephrine > p-tyramine > serotonin = p- octopamine. For antagonists, the rank order is yohimbine > phentolamine = mianserine > chlorpromazine = spiperone = prazosin > propanolol > alprenolol = pindolol."
CID000051263,9606.ENSP00000218721,MLNR,Motilin receptor; Receptor for motilin; Belongs to the G-protein coupled receptor 1 family.
CID000051263,9606.ENSP00000327417,GPR39,"G-protein coupled receptor 39; Zn(2+) acts as an agonist. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol- calcium second messenger system. Its effect is mediated mainly through G(q)-alpha and G(12)/G(13) proteins. Involved in regulation of body weight, gastrointestinal mobility, hormone secretion and cell death (By similarity); Belongs to the G-protein coupled receptor 1 family."
CID000051263,9606.ENSP00000435534,CCKBR,"Gastrin/cholecystokinin type B receptor; Receptor for gastrin and cholecystokinin. The CCK-B receptors occur throughout the central nervous system where they modulate anxiety, analgesia, arousal, and neuroleptic activity. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system; Belongs to the G-protein coupled receptor 1 family."
CID000051263,9606.ENSP00000295589,CCKAR,"Cholecystokinin receptor type A; Receptor for cholecystokinin. Mediates pancreatic growth and enzyme secretion, smooth muscle contraction of the gall bladder and stomach. Has a 1000-fold higher affinity for CCK rather than for gastrin. It modulates feeding and dopamine-induced behavior in the central and peripheral nervous system. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system."
CID000051263,9606.ENSP00000496396,AVPR2,Vasopressin V2 receptor; Receptor for arginine vasopressin. The activity of this receptor is mediated by G proteins which activate adenylate cyclase. Involved in renal water reabsorption; Belongs to the G-protein coupled receptor 1 family. Vasopressin/oxytocin receptor subfamily.
CID000051263,9606.ENSP00000354652,NPY1R,"Neuropeptide Y receptor type 1; Receptor for neuropeptide Y and peptide YY. The rank order of affinity of this receptor for pancreatic polypeptides is NPY > [Pro-34] PYY, PYY and [Leu-31, Pro-34] NPY > NPY (2-36) > [Ile-31, Gln-34] PP and PYY (3-36) > PP > NPY free acid."
CID000051263,9606.ENSP00000299178,AVPR1A,"Vasopressin V1a receptor; Receptor for arginine vasopressin. The activity of this receptor is mediated by G proteins which activate a phosphatidyl- inositol-calcium second messenger system. Has been involved in social behaviors, including affiliation and attachment. Belongs to the G-protein coupled receptor 1 family. Vasopressin/oxytocin receptor subfamily."
CID000051263,9606.ENSP00000256906,HRH4,Histamine H4 receptor; The H4 subclass of histamine receptors could mediate the histamine signals in peripheral tissues. Displays a significant level of constitutive activity (spontaneous activity in the absence of agonist); Belongs to the G-protein coupled receptor 1 family.
CID000051263,9606.ENSP00000477548,HCRTR2,"Orexin receptor type 2; Nonselective, high-affinity receptor for both orexin-A and orexin-B neuropeptides. Triggers an increase in cytoplasmic Ca(2+) levels in response to orexin-A binding."
CID000051263,9606.ENSP00000384387,HCRTR1,"Orexin receptor type 1; Moderately selective excitatory receptor for orexin-A and, with a lower affinity, for orexin-B neuropeptide. Triggers an increase in cytoplasmic Ca(2+) levels in response to orexin-A binding."
CID000051263,9606.ENSP00000359532,NTSR1,Neurotensin receptor type 1; G-protein coupled receptor for the tridecapeptide neurotensin (NTS). Signaling is effected via G proteins that activate a phosphatidylinositol-calcium second messenger system. Signaling leads to the activation of downstream MAP kinases and protects cells against apoptosis.
CID000051263,9606.ENSP00000306129,DRD5,D(1B) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which activate adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family.
CID000051263,9606.ENSP00000303424,PTGDR,"Prostaglandin D2 receptor; Receptor for prostaglandin D2 (PGD2). The activity of this receptor is mainly mediated by G(s) proteins that stimulate adenylate cyclase, resulting in an elevation of intracellular cAMP. A mobilization of calcium is also observed, but without formation of inositol 1,4,5-trisphosphate (By similarity)."
CID000051263,9606.ENSP00000468086,MC5R,"Melanocortin receptor 5; Receptor for MSH (alpha, beta and gamma) and ACTH. The activity of this receptor is mediated by G proteins which activate adenylate cyclase. This receptor is a possible mediator of the immunomodulation properties of melanocortins; Belongs to the G-protein coupled receptor 1 family."
CID000051263,9606.ENSP00000299766,MC4R,"Melanocortin receptor 4; Receptor specific to the heptapeptide core common to adrenocorticotropic hormone and alpha-, beta-, and gamma-MSH. Plays a central role in energy homeostasis and somatic growth. This receptor is mediated by G proteins that stimulate adenylate cyclase (cAMP)."
CID000051263,9606.ENSP00000453076,GPR176,G-protein coupled receptor 176; Orphan receptor involved in normal circadian rhythm behavior. Acts through the G-protein subclass G(z)-alpha and has an agonist- independent basal activity to repress cAMP production.
CID000051263,9606.ENSP00000430711,TRHR,Thyrotropin-releasing hormone receptor; Receptor for thyrotropin-releasing hormone. This receptor is mediated by G proteins which activate a phosphatidylinositol-calcium second messenger system; Belongs to the G-protein coupled receptor 1 family.
CID000051263,9606.ENSP00000276218,GPR119,Glucose-dependent insulinotropic receptor; Receptor for the endogenous fatty-acid ethanolamide oleoylethanolamide (OEA) and lysophosphatidylcholine (LPC). Functions as a glucose-dependent insulinotropic receptor. The activity of this receptor is mediated by G proteins which activate adenylate cyclase. Seems to act through a G(s) mediated pathway.
CID000051263,9606.ENSP00000368766,ADRA1D,Alpha-1D adrenergic receptor; This alpha-adrenergic receptor mediates its effect through the influx of extracellular calcium; Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. ADRA1D sub-subfamily.
CID000051263,9606.ENSP00000306662,ADRA1B,Alpha-1B adrenergic receptor; This alpha-adrenergic receptor mediates its action by association with G proteins that activate a phosphatidylinositol- calcium second messenger system. Its effect is mediated by G(q) and G(11) proteins. Nuclear ADRA1A-ADRA1B heterooligomers regulate phenylephrine (PE)-stimulated ERK signaling in cardiac myocytes. Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. ADRA1B sub-subfamily.
CID000051263,9606.ENSP00000308733,GPR151,G-protein coupled receptor 151; Proton-sensing G-protein coupled receptor.
CID000051263,9606.ENSP00000241356,ADORA3,Adenosine receptor A3; [Isoform 2]: Receptor for adenosine. The activity of this receptor is mediated by G proteins which inhibits adenylyl cyclase ; Belongs to the G-protein coupled receptor 1 family.
CID000051263,9606.ENSP00000328708,RXFP3,Relaxin-3 receptor 1; Receptor for RNL3/relaxin-3. Binding of the ligand inhibit cAMP accumulation.
CID000051263,9606.ENSP00000249389,OPN1SW,"Short-wave-sensitive opsin 1; Visual pigments are the light-absorbing molecules that mediate vision. They consist of an apoprotein, opsin, covalently linked to cis-retinal (Probable). Required for the maintenance of cone outer segment organization in the ventral retina, but not essential for the maintenance of functioning cone photoreceptors (By similarity). Involved in ensuring correct abundance and localization of retinal membrane proteins (By similarity). May increase spectral sensitivity in dim light (By similarity); Belongs to the G-protein coupled receptor 1 family. Opsin subfamily."
CID000051263,9606.ENSP00000369960,ADRA1A,Alpha-1A adrenergic receptor; This alpha-adrenergic receptor mediates its action by association with G proteins that activate a phosphatidylinositol- calcium second messenger system. Its effect is mediated by G(q) and G(11) proteins. Nuclear ADRA1A-ADRA1B heterooligomers regulate phenylephrine(PE)-stimulated ERK signaling in cardiac myocytes. Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. ADRA1A sub-subfamily.
CID000051263,9606.ENSP00000322924,HTR1F,"5-hydroxytryptamine receptor 1F; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various alkaloids and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity."
CID000051263,9606.ENSP00000302846,PTGER4,"Prostaglandin E2 receptor EP4 subtype; Receptor for prostaglandin E2 (PGE2). The activity of this receptor is mediated by G(s) proteins that stimulate adenylate cyclase. Has a relaxing effect on smooth muscle. May play an important role in regulating renal hemodynamics, intestinal epithelial transport, adrenal aldosterone secretion, and uterine function."
CID000051263,9606.ENSP00000258400,HTR2B,5-hydroxytryptamine receptor 2B; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various ergot alkaloid derivatives and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways. Signaling activates a phosphatidylinositol-calcium second messenger system that modulates the activity o [...] 
CID000051263,9606.ENSP00000437737,HTR2A,"5-hydroxytryptamine receptor 2A; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various drugs and psychoactive substances, including mescaline, psilocybin, 1-(2,5-dimethoxy-4-iodophenyl)-2- aminopropane (DOI) and lysergic acid diethylamide (LSD). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways. S [...] "
CID000051263,9606.ENSP00000292513,PTGER1,Prostaglandin E2 receptor EP1 subtype; Receptor for prostaglandin E2 (PGE2). The activity of this receptor is mediated by G(q) proteins which activate a phosphatidylinositol-calcium second messenger system. May play a role as an important modulator of renal function. Implicated the smooth muscle contractile response to PGE2 in various tissues; Belongs to the G-protein coupled receptor 1 family.
CID000051263,9606.ENSP00000305877,NMUR1,Neuromedin-U receptor 1; Receptor for the neuromedin-U and neuromedin-S neuropeptides.
CID000051263,9606.ENSP00000349003,PTGER3,"Prostaglandin E2 receptor EP3 subtype; Receptor for prostaglandin E2 (PGE2). The activity of this receptor can couple to both the inhibition of adenylate cyclase mediated by G(i) proteins, and to an elevation of intracellular calcium. Required for normal development of fever in response to pyrinogens, including IL1B, prostaglandin E2 and bacterial lipopolysaccharide (LPS). Required for normal potentiation of platelet aggregation by prostaglandin E2, and thus plays a role in the regulation of blood coagulation. Required for increased HCO3(-) secretion in the duodenum in response to muco [...] "
CID000051263,9606.ENSP00000245457,PTGER2,Prostaglandin E2 receptor EP2 subtype; Receptor for prostaglandin E2 (PGE2). The activity of this receptor is mediated by G(s) proteins that stimulate adenylate cyclase. The subsequent raise in intracellular cAMP is responsible for the relaxing effect of this receptor on smooth muscle.
CID000051263,9606.ENSP00000291294,PTGIR,Prostacyclin receptor; Receptor for prostacyclin (prostaglandin I2 or PGI2). The activity of this receptor is mediated by G(s) proteins which activate adenylate cyclase.
CID000051263,9606.ENSP00000276198,HTR2C,"5-hydroxytryptamine receptor 2C; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various drugs and psychoactive substances, including ergot alkaloid derivatives, 1-2,5,- dimethoxy-4-iodophenyl-2-aminopropane (DOI) and lysergic acid diethylamide (LSD). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathway [...] "
CID000051263,9606.ENSP00000303686,NTSR2,Neurotensin receptor type 2; Receptor for the tridecapeptide neurotensin. It is associated with G proteins that activate a phosphatidylinositol-calcium second messenger system.
CID000051263,9606.ENSP00000352427,RGR,RPE-retinal G protein-coupled receptor; Receptor for all-trans- and 11-cis-retinal. Binds preferentially to the former and may catalyze the isomerization of the chromophore by a retinochrome-like mechanism.
CID000051263,9606.ENSP00000445772,LTB4R2,Leukotriene B4 receptor 2; Low-affinity receptor for leukotrienes including leukotriene B4. Mediates chemotaxis of granulocytes and macrophages. The response is mediated via G-proteins that activate a phosphatidylinositol-calcium second messenger system. The rank order of affinities for the leukotrienes is LTB4 > 12-epi-LTB4 > LTB5 > LTB3.
CID000051263,9606.ENSP00000377353,DRD1,D(1A) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which activate adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family.
CID000051263,9606.ENSP00000393333,TBXA2R,"Thromboxane A2 receptor; Receptor for thromboxane A2 (TXA2), a potent stimulator of platelet aggregation. The activity of this receptor is mediated by a G- protein that activates a phosphatidylinositol-calcium second messenger system. In the kidney, the binding of TXA2 to glomerular TP receptors causes intense vasoconstriction. Activates phospholipase C. Isoform 1 activates adenylyl cyclase. Isoform 2 inhibits adenylyl cyclase."
CID000051263,9606.ENSP00000333821,MC2R,Adrenocorticotropic hormone receptor; Receptor for corticotropin (ACTH). This receptor is mediated by G proteins (G(s)) which activate adenylate cyclase (cAMP). Belongs to the G-protein coupled receptor 1 family.
CID000051263,9606.ENSP00000243911,MC3R,"Melanocortin receptor 3; Receptor for MSH (alpha, beta and gamma) and ACTH. This receptor is mediated by G proteins which activate adenylate cyclase. Required for expression of anticipatory patterns of activity and wakefulness during periods of limited nutrient availability and for the normal regulation of circadian clock activity in the brain."
CID000051263,9606.ENSP00000258456,GPR45,Probable G-protein coupled receptor 45; Orphan receptor. May play a role in brain function.
CID000051263,9606.ENSP00000373169,DRD3,D(3) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase. Promotes cell proliferation.
CID000051263,9606.ENSP00000249041,GALR3,Galanin receptor type 3; Receptor for the hormone galanin. Receptor for the hormone spexin-1.
CID000051263,9606.ENSP00000229955,GPR63,Probable G-protein coupled receptor 63; Orphan receptor. May play a role in brain function.
CID000051263,9606.ENSP00000275200,TAAR8,"Trace amine-associated receptor 8; Orphan receptor. Could be a receptor for trace amines. Trace amines are biogenic amines present in very low levels in mammalian tissues. Although some trace amines have clearly defined roles as neurotransmitters in invertebrates, the extent to which they function as true neurotransmitters in vertebrates has remained speculative. Trace amines are likely to be involved in a variety of physiological functions that have yet to be fully understood."
CID000051263,9606.ENSP00000359682,BRS3,"Bombesin receptor subtype-3; Role in sperm cell division, maturation, or function. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system; Belongs to the G-protein coupled receptor 1 family."
CID000051263,9606.ENSP00000342560,HRH3,Histamine H3 receptor; The H3 subclass of histamine receptors could mediate the histamine signals in CNS and peripheral nervous system. Signals through the inhibition of adenylate cyclase and displays high constitutive activity (spontaneous activity in the absence of agonist). Agonist stimulation of isoform 3 neither modified adenylate cyclase activity nor induced intracellular calcium mobilization.
CID000004205,9606.ENSP00000363596,CNR2,"Cannabinoid receptor 2; Heterotrimeric G protein-coupled receptor for endocannabinoid 2-arachidonoylglycerol mediating inhibition of adenylate cyclase. May function in inflammatory response, nociceptive transmission and bone homeostasis."
CID000004205,9606.ENSP00000458791,GPR139,Probable G-protein coupled receptor 139; Orphan receptor. Seems to act through a G(q/11)-mediated pathway.
CID000004205,9606.ENSP00000284674,GPR26,"G-protein coupled receptor 26; Orphan receptor. Displays a significant level of constitutive activity. Its effect is mediated by G(s)-alpha protein that stimulate adenylate cyclase, resulting in an elevation of intracellular cAMP."
CID000004205,9606.ENSP00000249016,MCHR1,"Melanin-concentrating hormone receptor 1; Receptor for melanin-concentrating hormone, coupled to both G proteins that inhibit adenylyl cyclase and G proteins that activate phosphoinositide hydrolysis; Belongs to the G-protein coupled receptor 1 family."
CID000004205,9606.ENSP00000362746,GPR21,Probable G-protein coupled receptor 21; Orphan receptor.
CID000004205,9606.ENSP00000302676,GPR22,G-protein coupled receptor 22; Orphan G-protein coupled receptor. Seems to act through a G(i)/G(o) mediated pathway. May be involved in ciliogenesis (By similarity).
CID000004205,9606.ENSP00000498976,GPR19,Probable G-protein coupled receptor 19; Orphan receptor.
CID000004205,9606.ENSP00000314223,GPR88,"Probable G-protein coupled receptor 88; Probable G-protein coupled receptor implicated in a large repertoire of behavioral responses that engage motor activities, spatial learning, and emotional processing. May play a role in the regulation of cognitive and motor function."
CID000004205,9606.ENSP00000304501,ADORA2B,Adenosine receptor A2b; Receptor for adenosine. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase.
CID000004205,9606.ENSP00000480012,ADORA2A,Adenosine receptor A2a; Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity); Belongs to the G-protein coupled receptor 1 family.
CID000004205,9606.ENSP00000356205,ADORA1,Adenosine receptor A1; Receptor for adenosine. The activity of this receptor is mediated by G proteins which inhibit adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family.
CID000004205,9606.ENSP00000314992,RRH,Visual pigment-like receptor peropsin; May play a role in rpe physiology either by detecting light directly or by monitoring the concentration of retinoids or other photoreceptor-derived compounds.
CID000004205,9606.ENSP00000319250,GPR62,G-protein coupled receptor 62; Orphan G-protein coupled receptor. Constitutively activates the G(q/11)/inositol phosphate and the G(s)-alpha/cAMP signaling pathways. Has spontaneous activity for beta-arrestin recruitment. Shows a reciprocal modulation of signaling functions with the melatonin receptor MTNR1B most likely through receptor heteromerization.
CID000004205,9606.ENSP00000266682,SLC6A15,"Sodium-dependent neutral amino acid transporter B(0)AT2; Functions as a sodium-dependent neutral amino acid transporter. Exhibits preference for the branched-chain amino acids, particularly leucine, valine and isoleucine and methionine. Mediates the saturable, pH-sensitive and electrogenic cotransport of proline and sodium ions with a stoichiometry of 1:1. May have a role as transporter for neurotransmitter precursors into neurons. In contrast to other members of the neurotransmitter transporter family, does not appear to be chloride-dependent."
CID000004205,9606.ENSP00000356908,TAAR2,Trace amine-associated receptor 2; Orphan receptor; Belongs to the G-protein coupled receptor 1 family.
CID000004205,9606.ENSP00000356251,GPR37L1,"G-protein coupled receptor 37-like 1; G-protein coupled receptor. Has been shown to bind the neuroprotective and glioprotective factor prosaposin (PSAP), leading to endocytosis followed by an ERK phosphorylation cascade. However, other studies have shown that prosaposin does not increase activity. It has been suggested that GPR37L1 is a constitutively active receptor which signals through the guanine nucleotide-binding protein G(s) subunit alpha. Participates in the regulation of postnatal cerebellar development by modulating the Shh pathway (By similarity). Regulates baseline blood pr [...] "
CID000004205,9606.ENSP00000338627,SLC6A16,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5; Solute carrier family 6 member 16.
CID000004205,9606.ENSP00000234961,OPRD1,"Delta-type opioid receptor; G-protein coupled receptor that functions as receptor for endogenous enkephalins and for a subset of other opioids. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling leads to the inhibition of adenylate cyclase activity. Inhibits neurotransmitter release by reducing calcium ion currents and increasing potassium ion conductance. Plays a role in the perception of pain and in opiate-mediated analgesia.  [...] "
CID000004205,9606.ENSP00000395704,CXCR6,C-X-C chemokine receptor type 6; Receptor for the C-X-C chemokine CXCL16. Used as a coreceptor by SIVs and by strains of HIV-2 and m-tropic HIV-1.
CID000004205,9606.ENSP00000394624,OPRM1,"Mu-type opioid receptor; Receptor for endogenous opioids such as beta-endorphin and endomorphin. Receptor for natural and synthetic opioids including morphine, heroin, DAMGO, fentanyl, etorphine, buprenorphin and methadone. Agonist binding to the receptor induces coupling to an inactive GDP-bound heterotrimeric G-protein complex and subsequent exchange of GDP for GTP in the G-protein alpha subunit leading to dissociation of the G-protein complex with the free GTP-bound G-protein alpha and the G-protein beta-gamma dimer activating downstream cellular effectors. The agonist- and cell typ [...] "
CID000004205,9606.ENSP00000330199,SLC6A17,"Sodium-dependent neutral amino acid transporter SLC6A17; Functions as a sodium-dependent vesicular transporter selective for proline, glycine, leucine and alanine. In contrast to other members of this neurotransmitter transporter family, does not appear to be chloride-dependent (By similarity)."
CID000004205,9606.ENSP00000423917,NPY5R,Neuropeptide Y receptor type 5; Receptor for neuropeptide Y and peptide YY. The activity of this receptor is mediated by G proteins that inhibit adenylate cyclase activity. Seems to be associated with food intake. Could be involved in feeding disorders.
CID000004205,9606.ENSP00000360255,OPN5,Opsin-5; Opsin 5.
CID000004205,9606.ENSP00000303149,GPR27,Probable G-protein coupled receptor 27; Orphan receptor. Possible candidate for amine-like G-protein coupled receptor.
CID000004205,9606.ENSP00000281806,MCHR2,"Melanin-concentrating hormone receptor 2; Receptor for melanin-concentrating hormone, coupled to G proteins that activate phosphoinositide hydrolysis."
CID000004205,9606.ENSP00000234371,KISS1R,"KiSS-1 receptor; Receptor for metastin (kisspeptin-54 or kp-54), a C- terminally amidated peptide of KiSS1. KiSS1 is a metastasis suppressor protein that suppresses metastases in malignant melanomas and in some breast carcinomas without affecting tumorigenicity. The metastasis suppressor properties may be mediated in part by cell cycle arrest and induction of apoptosis in malignant cells. The receptor is essential for normal gonadotropin-released hormone physiology and for puberty. The hypothalamic KiSS1/KISS1R system is a pivotal factor in central regulation of the gonadotropic axis a [...] "
CID000004205,9606.ENSP00000332591,NPY2R,"Neuropeptide Y receptor type 2; Receptor for neuropeptide Y and peptide YY. The rank order of affinity of this receptor for pancreatic polypeptides is PYY > NPY > PYY (3-36) > NPY (2-36) > [Ile-31, Gln-34] PP > [Leu-31, Pro-34] NPY > PP, [Pro-34] PYY and NPY free acid."
CID000004205,9606.ENSP00000297146,GPR85,Probable G-protein coupled receptor 85; Orphan receptor; Belongs to the G-protein coupled receptor 1 family.
CID000004205,9606.ENSP00000331600,GPR173,"Probable G-protein coupled receptor 173; Is a receptor for the SMIM20 derived peptides Phoenixin-14 and Phoenixin-20 (By similarity). It mediates the Phoenixin-14 and Phoenixin-20 augmentation of gonadotropin-releasing hormone (GNRH) signaling in the hypothalamus and pituitary gland (By similarity). In the ovary, it mediates the effects of Phoenixin-14 and Phoenixin-20 induced granulosa cell proliferation during follicular growth."
CID000004205,9606.ENSP00000307822,NPFFR2,"Neuropeptide FF receptor 2; Receptor for NPAF (A-18-F-amide) and NPFF (F-8-F-amide) neuropeptides, also known as morphine-modulating peptides. Can also be activated by a variety of naturally occurring or synthetic FMRF-amide like ligands. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system."
CID000004205,9606.ENSP00000303775,PROKR1,"Prokineticin receptor 1; Receptor for prokineticin 1. Exclusively coupled to the G(q) subclass of heteromeric G proteins. Activation leads to mobilization of calcium, stimulation of phosphoinositide turnover and activation of p44/p42 mitogen-activated protein kinase. May play a role during early pregnancy."
CID000004205,9606.ENSP00000292301,CCR2,"C-C chemokine receptor type 2; Key functional receptor for CCL2 but can also bind CCL7 and CCL12. Its binding with CCL2 on monocytes and macrophages mediates chemotaxis and migration induction through the activation of the PI3K cascade, the small G protein Rac and lamellipodium protrusion (Probable). Also acts as a receptor for the beta-defensin DEFB106A/DEFB106B. Regulates the expression of T-cell inflammatory cytokines and T-cell differentiation, promoting the differentiation of T-cells into T-helper 17 cells (Th17) during inflammation (By similarity). Facilitates the export of matur [...] "
CID000004205,9606.ENSP00000359643,LPAR3,"Lysophosphatidic acid receptor 3; Receptor for lysophosphatidic acid (LPA), a mediator of diverse cellular activities. May play a role in the development of ovarian cancer. Seems to be coupled to the G(i)/G(o) and G(q) families of heteromeric G proteins."
CID000004205,9606.ENSP00000243673,GPR83,Probable G-protein coupled receptor 83; Orphan receptor. Could be a neuropeptide Y receptor.
CID000004205,9606.ENSP00000443256,LPAR2,"Lysophosphatidic acid receptor 2; Receptor for lysophosphatidic acid (LPA), a mediator of diverse cellular activities. Seems to be coupled to the G(i)/G(o), G(12)/G(13), and G(q) families of heteromeric G proteins. Plays a key role in phospholipase C-beta (PLC-beta) signaling pathway. Stimulates phospholipase C (PLC) activity in a manner that is independent of RALA activation."
CID000004205,9606.ENSP00000296271,RHO,Rhodopsin; Photoreceptor required for image-forming vision at low light intensity. Required for photoreceptor cell viability after birth. Light- induced isomerization of the chromophore 11-cis-retinal to all-trans- retinal triggers a conformational change that activates signaling via G-proteins. Subsequent receptor phosphorylation mediates displacement of the bound G-protein alpha subunit by the arrestin SAG and terminates signaling.
CID000004205,9606.ENSP00000255262,NMUR2,Neuromedin-U receptor 2; Receptor for the neuromedin-U and neuromedin-S neuropeptides. Belongs to the G-protein coupled receptor 1 family.
CID000004205,9606.ENSP00000432456,GPR61,G-protein coupled receptor 61; Orphan G-protein coupled receptor. Constitutively activates the G(s)-alpha/cAMP signaling pathway. Shows a reciprocal regulatory interaction with the melatonin receptor MTNR1B most likely through receptor heteromerization. May be involved in the regulation of food intake and body weight (By similarity).
CID000004205,9606.ENSP00000226413,GNRHR,Gonadotropin-releasing hormone receptor; Receptor for gonadotropin releasing hormone (GnRH) that mediates the action of GnRH to stimulate the secretion of the gonadotropic hormones luteinizing hormone (LH) and follicle-stimulating hormone (FSH). This receptor mediates its action by association with G- proteins that activate a phosphatidylinositol-calcium second messenger system. Isoform 2 may act as an inhibitor of GnRH-R signaling.
CID000004205,9606.ENSP00000217270,PROKR2,"Prokineticin receptor 2; Receptor for prokineticin 2. Exclusively coupled to the G(q) subclass of heteromeric G proteins. Activation leads to mobilization of calcium, stimulation of phosphoinositide turnover and activation of p44/p42 mitogen-activated protein kinase."
CID000004205,9606.ENSP00000350256,CCR9,C-C chemokine receptor type 9; Receptor for chemokine SCYA25/TECK. Subsequently transduces a signal by increasing the intracellular calcium ions level. Belongs to the G-protein coupled receptor 1 family.
CID000004205,9606.ENSP00000306490,CHRM1,"Muscarinic acetylcholine receptor M1; The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is Pi turnover; Belongs to the G-protein coupled receptor 1 family. Muscarinic acetylcholine receptor subfamily. CHRM1 sub-subfamily."
CID000004205,9606.ENSP00000399745,CHRM2,"Muscarinic acetylcholine receptor M2; The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is adenylate cyclase inhibition. Signaling promotes phospholipase C activity, leading to the release of inositol trisphosphate (IP3); this then triggers calcium ion release into the cytosol."
CID000004205,9606.ENSP00000275198,TAAR6,"Trace amine-associated receptor 6; Orphan receptor. Could be a receptor for trace amines. Trace amines are biogenic amines present in very low levels in mammalian tissues. Although some trace amines have clearly defined roles as neurotransmitters in invertebrates, the extent to which they function as true neurotransmitters in vertebrates has remained speculative. Trace amines are likely to be involved in a variety of physiological functions that have yet to be fully understood."
CID000004205,9606.ENSP00000355512,OPN3,Opsin-3; May play a role in encephalic photoreception; Belongs to the G-protein coupled receptor 1 family. Opsin subfamily.
CID000004205,9606.ENSP00000361141,OPN4,Melanopsin; Photoreceptor required for regulation of circadian rhythm. Contributes to pupillar reflex and other non-image forming responses to light. May be able to isomerize covalently bound all-trans retinal back to 11-cis retinal (By similarity); Belongs to the G-protein coupled receptor 1 family. Opsin subfamily.
CID000004205,9606.ENSP00000366506,HRH2,"Histamine H2 receptor; The H2 subclass of histamine receptors mediates gastric acid secretion. Also appears to regulate gastrointestinal motility and intestinal secretion. Possible role in regulating cell growth and differentiation. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase and, through a separate G protein-dependent mechanism, the phosphoinositide/protein kinase (PKC) signaling pathway (By similarity); Belongs to the G-protein coupled receptor 1 family."
CID000004205,9606.ENSP00000369344,GPR150,Probable G-protein coupled receptor 150; Orphan receptor; Belongs to the G-protein coupled receptor 1 family.
